id,bolets_id,name,lon,lat,elev,n_days,coverage,miss_precip,source_mode,xema_style_id,xema_style_lon,xema_style_lat,xema_style_elev,xema_style_flag
ESCAT0800000008002A,MC_ESCAT0800000008002A,Barcelona - Barri Gòtic (Barcelona),2.18,41.38,31,1,1,0,smoke,MC_ESCAT0800000008002A,2.18,41.38,31,1
ESCAT0800000008005A,MC_ESCAT0800000008005A,Barcelona - Poblenou (Barcelona),2.21,41.41,25,1,1,0,smoke,MC_ESCAT0800000008005A,2.21,41.41,25,1
ESCAT0800000008008A,MC_ESCAT0800000008008A,Barcelona - La Pedrera (Barcelona),2.18,41.4,45,1,1,0,smoke,MC_ESCAT0800000008008A,2.18,41.4,45,1
ESCAT0800000008009B,MC_ESCAT0800000008009B,Barcelona - Psg Sant Joan (Barcelona),2.17,41.4,29,1,1,0,smoke,MC_ESCAT0800000008009B,2.17,41.4,29,1
ESCAT0800000008012A,MC_ESCAT0800000008012A,Barcelona - Gràcia Centre (Barcelona),2.16,41.4,78,1,1,0,smoke,MC_ESCAT0800000008012A,2.16,41.4,78,1
ESCAT0800000008014B,MC_ESCAT0800000008014B,Barcelona Sants-Montjuïc  (Barcelona),2.14,41.38,45,1,1,0,smoke,MC_ESCAT0800000008014B,2.14,41.38,45,1
ESCAT0800000008014C,MC_ESCAT0800000008014C,Barcelona - Can Bruixa (Barcelona),2.13,41.38,61,1,1,0,smoke,MC_ESCAT0800000008014C,2.13,41.38,61,1
ESCAT0800000008014F,MC_ESCAT0800000008014F,BCN Pl. Sants - Pl. Farga (Barcelona),2.14,41.37,40,1,1,0,smoke,MC_ESCAT0800000008014F,2.14,41.37,40,1
ESCAT0800000008014G,MC_ESCAT0800000008014G,Barcelona - Hostafrancs (Barcelona),2.14,41.37,39,1,1,0,smoke,MC_ESCAT0800000008014G,2.14,41.37,39,1
ESCAT0800000008017B,MC_ESCAT0800000008017B,Barcelona - Sarrià (Barcelona),2.13,41.4,80,1,1,0,smoke,MC_ESCAT0800000008017B,2.13,41.4,80,1
ESCAT0800000008017D,MC_ESCAT0800000008017D,Barcelona - Rectoret (Barcelona),2.1,41.43,320,1,1,0,smoke,MC_ESCAT0800000008017D,2.1,41.43,320,1
ESCAT0800000008018D,MC_ESCAT0800000008018D,Barcelona - betevé (Barcelona),2.19,41.4,18,1,1,0,smoke,MC_ESCAT0800000008018D,2.19,41.4,18,1
ESCAT0800000008018E,MC_ESCAT0800000008018E,Barcelona - Sant Martí (Barcelona),2.19,41.41,20,1,1,0,smoke,MC_ESCAT0800000008018E,2.19,41.41,20,1
ESCAT0800000008023C,MC_ESCAT0800000008023C,Barcelona - Tibidabo (Barcelona),2.12,41.42,512,1,1,0,smoke,MC_ESCAT0800000008023C,2.12,41.42,512,1
ESCAT0800000008023D,MC_ESCAT0800000008023D,Barcelona - El Coll-Vallcarca (Barcelona),2.15,41.41,135,1,1,0,smoke,MC_ESCAT0800000008023D,2.15,41.41,135,1
ESCAT0800000008023I,MC_ESCAT0800000008023I,Barcelona - Sant Gervasi (Barcelona),2.14,41.41,160,1,1,0,smoke,MC_ESCAT0800000008023I,2.14,41.41,160,1
ESCAT0800000008024A,MC_ESCAT0800000008024A,Barcelona - Gràcia (Barcelona),2.16,41.41,105,1,1,0,smoke,MC_ESCAT0800000008024A,2.16,41.41,105,1
ESCAT0800000008025A,MC_ESCAT0800000008025A,Barcelona-Sagrada Familia (Barcelona),2.18,41.41,60,1,1,0,smoke,MC_ESCAT0800000008025A,2.18,41.41,60,1
ESCAT0800000008026C,MC_ESCAT0800000008026C,Barcelona Camp de l'Arpa (Barcelona),2.18,41.41,34,1,1,0,smoke,MC_ESCAT0800000008026C,2.18,41.41,34,1
ESCAT0800000008030C,MC_ESCAT0800000008030C,Barcelona - Bon Pastor  (Barcelona),2.21,41.44,18,1,1,0,smoke,MC_ESCAT0800000008030C,2.21,41.44,18,1
ESCAT0800000008030E,MC_ESCAT0800000008030E,Barcelona - Casa  l'Aigua (Barcelona),2.19,41.45,70,1,1,0,smoke,MC_ESCAT0800000008030E,2.19,41.45,70,1
ESCAT0800000008032A,MC_ESCAT0800000008032A,Barcelona - Horta (Barcelona),2.15,41.43,100,1,1,0,smoke,MC_ESCAT0800000008032A,2.15,41.43,100,1
ESCAT0800000008080A,MC_ESCAT0800000008080A,Badalona - Llefià (Barcelona),2.23,41.44,25,1,1,0,smoke,MC_ESCAT0800000008080A,2.23,41.44,25,1
ESCAT0800000008100C,MC_ESCAT0800000008100C,Mollet  -  Estació França (Barcelona),2.22,41.53,65,1,1,0,smoke,MC_ESCAT0800000008100C,2.22,41.53,65,1
ESCAT0800000008105B,MC_ESCAT0800000008105B,Sant Fost - Mas Llombart (Barcelona),2.24,41.5,175,1,1,0,smoke,MC_ESCAT0800000008105B,2.24,41.5,175,1
ESCAT0800000008105C,MC_ESCAT0800000008105C,Sant Fost - Mas Corts (Barcelona),2.25,41.5,300,1,1,0,smoke,MC_ESCAT0800000008105C,2.25,41.5,300,1
ESCAT0800000008130A,MC_ESCAT0800000008130A,Santa Perpètua de Mogoda (Barcelona),2.19,41.52,70,1,1,0,smoke,MC_ESCAT0800000008130A,2.19,41.52,70,1
ESCAT0800000008150A,MC_ESCAT0800000008150A,Parets del Vallès (Barcelona),2.22,41.56,123,1,1,0,smoke,MC_ESCAT0800000008150A,2.22,41.56,123,1
ESCAT0800000008160A,MC_ESCAT0800000008160A,Montmeló-T.de la Bandera (Barcelona),2.25,41.56,112,1,1,0,smoke,MC_ESCAT0800000008160A,2.25,41.56,112,1
ESCAT0800000008170B,MC_ESCAT0800000008170B,Montornés del V. - Lluch (Barcelona),2.25,41.55,116,1,1,0,smoke,MC_ESCAT0800000008170B,2.25,41.55,116,1
ESCAT0800000008178B,MC_ESCAT0800000008178B,Collsuspina - Centre (Barcelona),2.18,41.83,901,1,1,0,smoke,MC_ESCAT0800000008178B,2.18,41.83,901,1
ESCAT0800000008180B,MC_ESCAT0800000008180B,Moià Alt (Barcelona),2.1,41.82,824,1,1,0,smoke,MC_ESCAT0800000008180B,2.1,41.82,824,1
ESCAT0800000008180E,MC_ESCAT0800000008180E,Moià - Oest (Barcelona),2.09,41.81,735,1,1,0,smoke,MC_ESCAT0800000008180E,2.09,41.81,735,1
ESCAT0800000008183C,MC_ESCAT0800000008183C,Castellcir (Barcelona),2.15,41.76,785,1,1,0,smoke,MC_ESCAT0800000008183C,2.15,41.76,785,1
ESCAT0800000008184C,MC_ESCAT0800000008184C,Palau-solità i P. Cortés (Barcelona),2.18,41.59,125,1,1,0,smoke,MC_ESCAT0800000008184C,2.18,41.59,125,1
ESCAT0800000008188B,MC_ESCAT0800000008188B,Vallromanes - Est (Barcelona),2.31,41.53,220,1,1,0,smoke,MC_ESCAT0800000008188B,2.31,41.53,220,1
ESCAT0800000008191B,MC_ESCAT0800000008191B,Rubí - Andromeda (Barcelona),2.04,41.49,150,1,1,0,smoke,MC_ESCAT0800000008191B,2.04,41.49,150,1
ESCAT0800000008191E,MC_ESCAT0800000008191E,Rubí - Pl S.Allende (Barcelona),2.03,41.49,130,1,1,0,smoke,MC_ESCAT0800000008191E,2.03,41.49,130,1
ESCAT0800000008191F,MC_ESCAT0800000008191F,Rubí - La Serreta (Barcelona),2.04,41.5,180,1,1,0,smoke,MC_ESCAT0800000008191F,2.04,41.5,180,1
ESCAT0800000008192A,MC_ESCAT0800000008192A,St Quirze del V -VallSuau (Barcelona),2.07,41.53,230,1,1,0,smoke,MC_ESCAT0800000008192A,2.07,41.53,230,1
ESCAT0800000008195A,MC_ESCAT0800000008195A,Valldoreix (Barcelona),2.04,41.46,120,1,1,0,smoke,MC_ESCAT0800000008195A,2.04,41.46,120,1
ESCAT0800000008195B,MC_ESCAT0800000008195B,Sant Cugat Vallès-Mirasol (Barcelona),2.04,41.47,110,1,1,0,smoke,MC_ESCAT0800000008195B,2.04,41.47,110,1
ESCAT0800000008198A,MC_ESCAT0800000008198A,S. Cugat Val. La Floresta (Barcelona),2.08,41.45,217,1,1,0,smoke,MC_ESCAT0800000008198A,2.08,41.45,217,1
ESCAT0800000008201C,MC_ESCAT0800000008201C,Sabadell - Rambla (Barcelona),2.11,41.54,179,1,1,0,smoke,MC_ESCAT0800000008201C,2.11,41.54,179,1
ESCAT0800000008202B,MC_ESCAT0800000008202B,Sabadell - Centre (Barcelona),2.11,41.55,197,1,1,0,smoke,MC_ESCAT0800000008202B,2.11,41.55,197,1
ESCAT0800000008206G,MC_ESCAT0800000008206G,Sabadell - Can Rull (Barcelona),2.09,41.56,225,1,1,0,smoke,MC_ESCAT0800000008206G,2.09,41.56,225,1
ESCAT0800000008208A,MC_ESCAT0800000008208A,Sabadell - Creu Alta (Barcelona),2.1,41.56,210,1,1,0,smoke,MC_ESCAT0800000008208A,2.1,41.56,210,1
ESCAT0800000008211B,MC_ESCAT0800000008211B,Castellar del Vallès (Barcelona),2.09,41.62,331,1,1,0,smoke,MC_ESCAT0800000008211B,2.09,41.62,331,1
ESCAT0800000008221B,MC_ESCAT0800000008221B,Terrassa - Plaça Nova (Barcelona),2.02,41.56,285,1,1,0,smoke,MC_ESCAT0800000008221B,2.02,41.56,285,1
ESCAT0800000008224A,MC_ESCAT0800000008224A,Terrassa - Ca n'Aurell (Barcelona),2,41.57,300,1,1,0,smoke,MC_ESCAT0800000008224A,2,41.57,300,1
ESCAT0800000008224F,MC_ESCAT0800000008224F,Terrassa-Centre (Barcelona),2.01,41.56,300,1,1,0,smoke,MC_ESCAT0800000008224F,2.01,41.56,300,1
ESCAT0800000008225G,MC_ESCAT0800000008225G,Terrassa - Can Boada (Barcelona),2,41.57,325,1,1,0,smoke,MC_ESCAT0800000008225G,2,41.57,325,1
ESCAT0800000008226A,MC_ESCAT0800000008226A,Terrassa - Sant Pere (Barcelona),2.02,41.57,322,1,1,0,smoke,MC_ESCAT0800000008226A,2.02,41.57,322,1
ESCAT0800000008228B,MC_ESCAT0800000008228B,Terrassa (les Fonts) (Barcelona),2.02,41.55,225,1,1,0,smoke,MC_ESCAT0800000008228B,2.02,41.55,225,1
ESCAT0800000008230C,MC_ESCAT0800000008230C,Matadepera-La Muntanyeta (Barcelona),2.03,41.6,515,1,1,0,smoke,MC_ESCAT0800000008230C,2.03,41.6,515,1
ESCAT0800000008232A,MC_ESCAT0800000008232A,Viladecavalls (Barcelona),1.96,41.56,290,1,1,0,smoke,MC_ESCAT0800000008232A,1.96,41.56,290,1
ESCAT0800000008232B,MC_ESCAT0800000008232B,Viladecavalls - Can Turu (Barcelona),1.95,41.55,310,1,1,0,smoke,MC_ESCAT0800000008232B,1.95,41.55,310,1
ESCAT0800000008233A,MC_ESCAT0800000008233A,Vacarisses (Barcelona),1.92,41.6,425,1,1,0,smoke,MC_ESCAT0800000008233A,1.92,41.6,425,1
ESCAT0800000008233B,MC_ESCAT0800000008233B,Vacarisses Cam Serra (Barcelona),1.89,41.6,382,1,1,0,smoke,MC_ESCAT0800000008233B,1.89,41.6,382,1
ESCAT0800000008242B,MC_ESCAT0800000008242B,Manresa - Oest (Barcelona),1.82,41.73,238,1,1,0,smoke,MC_ESCAT0800000008242B,1.82,41.73,238,1
ESCAT0800000008243A,MC_ESCAT0800000008243A,Manresa   (Barcelona),1.84,41.72,251,1,1,0,smoke,MC_ESCAT0800000008243A,1.84,41.72,251,1
ESCAT0800000008243B,MC_ESCAT0800000008243B,Manresa - Est (Barcelona),1.85,41.72,320,1,1,0,smoke,MC_ESCAT0800000008243B,1.85,41.72,320,1
ESCAT0800000008251A,MC_ESCAT0800000008251A,Santpedor (Barcelona),1.84,41.79,330,1,1,0,smoke,MC_ESCAT0800000008251A,1.84,41.79,330,1
ESCAT0800000008254C,MC_ESCAT0800000008254C,"Rocafort, Can Lleonart  (Barcelona)",1.92,41.72,472,1,1,0,smoke,MC_ESCAT0800000008254C,1.92,41.72,472,1
ESCAT0800000008259A,MC_ESCAT0800000008259A,Fals (Bages) (Barcelona),1.71,41.74,400,1,1,0,smoke,MC_ESCAT0800000008259A,1.71,41.74,400,1
ESCAT0800000008260A,MC_ESCAT0800000008260A,Suria (Barcelona),1.76,41.84,286,1,1,0,smoke,MC_ESCAT0800000008260A,1.76,41.84,286,1
ESCAT0800000008260C,MC_ESCAT0800000008260C,Súria (tractets) (Barcelona),1.75,41.84,340,1,1,0,smoke,MC_ESCAT0800000008260C,1.75,41.84,340,1
ESCAT0800000008260D,MC_ESCAT0800000008260D,Suria (Bellavista) (Barcelona),1.75,41.84,332,1,1,0,smoke,MC_ESCAT0800000008260D,1.75,41.84,332,1
ESCAT0800000008261C,MC_ESCAT0800000008261C,Cardona - Turó Rossinyol (Barcelona),1.68,41.91,560,1,1,0,smoke,MC_ESCAT0800000008261C,1.68,41.91,560,1
ESCAT0800000008261D,MC_ESCAT0800000008261D,Cardona_RavalSantJoan_DV (Barcelona),1.68,41.92,444,1,1,0,smoke,MC_ESCAT0800000008261D,1.68,41.92,444,1
ESCAT0800000008261E,MC_ESCAT0800000008261E,Cardona_Salinera (Barcelona),1.69,41.91,393,1,1,0,smoke,MC_ESCAT0800000008261E,1.69,41.91,393,1
ESCAT0800000008269A,MC_ESCAT0800000008269A,Valls de Torroella (Barcelona),1.72,41.85,320,1,1,0,smoke,MC_ESCAT0800000008269A,1.72,41.85,320,1
ESCAT0800000008273A,MC_ESCAT0800000008273A,Santa Maria d'Oló (Barcelona),2,41.9,542,1,1,0,smoke,MC_ESCAT0800000008273A,2,41.9,542,1
ESCAT0800000008289A,MC_ESCAT0800000008289A,Veciana (Barcelona),1.52,41.66,608,1,1,0,smoke,MC_ESCAT0800000008289A,1.52,41.66,608,1
ESCAT0800000008290B,MC_ESCAT0800000008290B,Cerdanyola - Centre (Barcelona),2.14,41.49,100,1,1,0,smoke,MC_ESCAT0800000008290B,2.14,41.49,100,1
ESCAT0800000008290D,MC_ESCAT0800000008290D,Cerdanyola - Montflorit (Barcelona),2.13,41.49,80,1,1,0,smoke,MC_ESCAT0800000008290D,2.13,41.49,80,1
ESCAT0800000008291B,MC_ESCAT0800000008291B,Ripollet 2.0 (Barcelona),2.18,41.51,75,1,1,0,smoke,MC_ESCAT0800000008291B,2.18,41.51,75,1
ESCAT0800000008291D,MC_ESCAT0800000008291D,Ripollet-centro (Barcelona),2.16,41.51,75,1,1,0,smoke,MC_ESCAT0800000008291D,2.16,41.51,75,1
ESCAT0800000008296A,MC_ESCAT0800000008296A,Castellbell (El Borràs) (Barcelona),1.86,41.63,166,1,1,0,smoke,MC_ESCAT0800000008296A,1.86,41.63,166,1
ESCAT0800000008296B,MC_ESCAT0800000008296B,Castellbell (Baix Vilar) (Barcelona),1.86,41.64,187,1,1,0,smoke,MC_ESCAT0800000008296B,1.86,41.64,187,1
ESCAT0800000008298A,MC_ESCAT0800000008298A,Marganell (Barcelona),1.79,41.64,305,1,1,0,smoke,MC_ESCAT0800000008298A,1.79,41.64,305,1
ESCAT0800000008304A,MC_ESCAT0800000008304A,Mataró - Vista Alegre (Barcelona),2.45,41.55,105,1,1,0,smoke,MC_ESCAT0800000008304A,2.45,41.55,105,1
ESCAT0800000008304B,MC_ESCAT0800000008304B,Mataró - Can Quirze (Barcelona),2.46,41.55,80,1,1,0,smoke,MC_ESCAT0800000008304B,2.46,41.55,80,1
ESCAT0800000008304C,MC_ESCAT0800000008304C,Mataró -Nord (Barcelona),2.44,41.56,144,1,1,0,smoke,MC_ESCAT0800000008304C,2.44,41.56,144,1
ESCAT0800000008304D,MC_ESCAT0800000008304D,Mataró-Can Canyellas (Barcelona),2.44,41.56,144,1,1,0,smoke,MC_ESCAT0800000008304D,2.44,41.56,144,1
ESCAT0800000008304E,MC_ESCAT0800000008304E,Mataró-Parc de Créteil (Barcelona),2.45,41.55,105,1,1,0,smoke,MC_ESCAT0800000008304E,2.45,41.55,105,1
ESCAT0800000008310B,MC_ESCAT0800000008310B,Argentona (Barcelona),2.39,41.56,127,1,1,0,smoke,MC_ESCAT0800000008310B,2.39,41.56,127,1
ESCAT0800000008319B,MC_ESCAT0800000008319B,Dosrius (Barcelona),2.4,41.6,165,1,1,0,smoke,MC_ESCAT0800000008319B,2.4,41.6,165,1
ESCAT0800000008319C,MC_ESCAT0800000008319C,Dosrius Can Miloca (Barcelona),2.46,41.62,488,1,1,0,smoke,MC_ESCAT0800000008319C,2.46,41.62,488,1
ESCAT0800000008320C,MC_ESCAT0800000008320C,El Masnou - Can Humet (Barcelona),2.32,41.48,22,1,1,0,smoke,MC_ESCAT0800000008320C,2.32,41.48,22,1
ESCAT0800000008320D,MC_ESCAT0800000008320D,El Masnou - Ocata (Barcelona),2.33,41.49,10,1,1,0,smoke,MC_ESCAT0800000008320D,2.33,41.49,10,1
ESCAT0800000008320F,MC_ESCAT0800000008320F,El Masnou - Nordeste (Barcelona),2.41,41.5,57,1,1,0,smoke,MC_ESCAT0800000008320F,2.41,41.5,57,1
ESCAT0800000008320G,MC_ESCAT0800000008320G,El Masnou - Ocata 2 (Barcelona),2.33,41.49,7,1,1,0,smoke,MC_ESCAT0800000008320G,2.33,41.49,7,1
ESCAT0800000008328F,MC_ESCAT0800000008328F,Alella-Mirador (Barcelona),2.29,41.49,290,1,1,0,smoke,MC_ESCAT0800000008328F,2.29,41.49,290,1
ESCAT0800000008349B,MC_ESCAT0800000008349B,Cabrera de Mar-SJoan Munt (Barcelona),2.39,41.53,170,1,1,0,smoke,MC_ESCAT0800000008349B,2.39,41.53,170,1
ESCAT0800000008350A,MC_ESCAT0800000008350A,Arenys de Mar (Barcelona),2.56,41.59,85,1,1,0,smoke,MC_ESCAT0800000008350A,2.56,41.59,85,1
ESCAT0800000008358A,MC_ESCAT0800000008358A,Arenys de Munt (Barcelona),2.54,41.61,149,1,1,0,smoke,MC_ESCAT0800000008358A,2.54,41.61,149,1
ESCAT0800000008360C,MC_ESCAT0800000008360C,Canet de Mar - Centre (Barcelona),2.58,41.59,42,1,1,0,smoke,MC_ESCAT0800000008360C,2.58,41.59,42,1
ESCAT0800000008360D,MC_ESCAT0800000008360D,Canet de Mar (Barcelona),2.58,41.59,40,1,1,0,smoke,MC_ESCAT0800000008360D,2.58,41.59,40,1
ESCAT0800000008360H,MC_ESCAT0800000008360H,Canet de Mar - Rial Oms  (Barcelona),2.59,41.6,50,1,1,0,smoke,MC_ESCAT0800000008360H,2.59,41.6,50,1
ESCAT0800000008370A,MC_ESCAT0800000008370A,Calella (Barcelona),2.66,41.61,7,1,1,0,smoke,MC_ESCAT0800000008370A,2.66,41.61,7,1
ESCAT0800000008380A,MC_ESCAT0800000008380A,Malgrat de mar (Barcelona),2.74,41.65,4,1,1,0,smoke,MC_ESCAT0800000008380A,2.74,41.65,4,1
ESCAT0800000008391C,MC_ESCAT0800000008391C,Tiana (Barcelona),2.27,41.48,140,1,1,0,smoke,MC_ESCAT0800000008391C,2.27,41.48,140,1
ESCAT0800000008392A,MC_ESCAT0800000008392A,Sant Andreu de Llavaneres (Barcelona),2.48,41.57,139,1,1,0,smoke,MC_ESCAT0800000008392A,2.48,41.57,139,1
ESCAT0800000008393B,MC_ESCAT0800000008393B,Caldes d'Estrac (Barcelona),2.53,41.57,72,1,1,0,smoke,MC_ESCAT0800000008393B,2.53,41.57,72,1
ESCAT0800000008394B,MC_ESCAT0800000008394B,Sant Vicenç de Montalt (Barcelona),2.51,41.58,200,1,1,0,smoke,MC_ESCAT0800000008394B,2.51,41.58,200,1
ESCAT0800000008397A,MC_ESCAT0800000008397A,Pineda de Mar - Les Creus (Barcelona),2.67,41.62,30,1,1,0,smoke,MC_ESCAT0800000008397A,2.67,41.62,30,1
ESCAT0800000008397C,MC_ESCAT0800000008397C,Pineda De Mar - Cal Tort  (Barcelona),2.67,41.64,130,1,1,0,smoke,MC_ESCAT0800000008397C,2.67,41.64,130,1
ESCAT0800000008397E,MC_ESCAT0800000008397E,Pineda de Mar - Nord (Barcelona),2.69,41.64,45,1,1,0,smoke,MC_ESCAT0800000008397E,2.69,41.64,45,1
ESCAT0800000008397F,MC_ESCAT0800000008397F,Pineda de Mar - Centre (Barcelona),2.69,41.62,9,1,1,0,smoke,MC_ESCAT0800000008397F,2.69,41.62,9,1
ESCAT0800000008398A,MC_ESCAT0800000008398A,Santa Susanna (Barcelona),2.72,41.64,48,1,1,0,smoke,MC_ESCAT0800000008398A,2.72,41.64,48,1
ESCAT0800000008402A,MC_ESCAT0800000008402A,Granollers (Barcelona),2.29,41.61,145,1,1,0,smoke,MC_ESCAT0800000008402A,2.29,41.61,145,1
ESCAT0800000008440A,MC_ESCAT0800000008440A,Cardedeu - Centre (Barcelona),2.36,41.64,203,1,1,0,smoke,MC_ESCAT0800000008440A,2.36,41.64,203,1
ESCAT0800000008440C,MC_ESCAT0800000008440C,Cardedeu - Poble Sec (Barcelona),2.36,41.64,200,1,1,0,smoke,MC_ESCAT0800000008440C,2.36,41.64,200,1
ESCAT0800000008469A,MC_ESCAT0800000008469A,Montseny - Les Arrels (Barcelona),2.4,41.75,435,1,1,0,smoke,MC_ESCAT0800000008469A,2.4,41.75,435,1
ESCAT0800000008470G,MC_ESCAT0800000008470G,Sant Celoni - Diputació (Barcelona),2.49,41.69,170,1,1,0,smoke,MC_ESCAT0800000008470G,2.49,41.69,170,1
ESCAT0800000008471C,MC_ESCAT0800000008471C,Vallgorguina (Barcelona),2.52,41.65,280,1,1,0,smoke,MC_ESCAT0800000008471C,2.52,41.65,280,1
ESCAT0800000008474B,MC_ESCAT0800000008474B,Gualba (Barcelona),2.53,41.72,164,1,1,0,smoke,MC_ESCAT0800000008474B,2.53,41.72,164,1
ESCAT0800000008476A,MC_ESCAT0800000008476A,La Batllòria - Vallès Ori (Barcelona),2.55,41.72,97,1,1,0,smoke,MC_ESCAT0800000008476A,2.55,41.72,97,1
ESCAT0800000008480A,MC_ESCAT0800000008480A,L'Ametlla del Vallès (Barcelona),2.24,41.7,647,1,1,0,smoke,MC_ESCAT0800000008480A,2.24,41.7,647,1
ESCAT0800000008500A,MC_ESCAT0800000008500A,Vic (Barcelona),2.28,41.96,500,1,1,0,smoke,MC_ESCAT0800000008500A,2.28,41.96,500,1
ESCAT0800000008500E,MC_ESCAT0800000008500E,Vic - Zona Universitària (Barcelona),2.25,41.93,525,1,1,0,smoke,MC_ESCAT0800000008500E,2.25,41.93,525,1
ESCAT0800000008504A,MC_ESCAT0800000008504A,Sant Julià de Vilatorta (Barcelona),2.32,41.92,570,1,1,0,smoke,MC_ESCAT0800000008504A,2.32,41.92,570,1
ESCAT0800000008504B,MC_ESCAT0800000008504B,Sant Sadurní d'Osormort (Barcelona),2.39,41.91,510,1,1,0,smoke,MC_ESCAT0800000008504B,2.39,41.91,510,1
ESCAT0800000008505A,MC_ESCAT0800000008505A,Sentfores (La Guixa) (Barcelona),2.23,41.92,512,1,1,0,smoke,MC_ESCAT0800000008505A,2.23,41.92,512,1
ESCAT0800000008505B,MC_ESCAT0800000008505B,Santa Eulàlia Riuprimer (Barcelona),2.19,41.91,585,1,1,0,smoke,MC_ESCAT0800000008505B,2.19,41.91,585,1
ESCAT0800000008506A,MC_ESCAT0800000008506A,Calldetenes (Barcelona),2.29,41.93,488,1,1,0,smoke,MC_ESCAT0800000008506A,2.29,41.93,488,1
ESCAT0800000008506B,MC_ESCAT0800000008506B,Calldetenes (Est) (Barcelona),2.3,41.93,510,1,1,0,smoke,MC_ESCAT0800000008506B,2.3,41.93,510,1
ESCAT0800000008507A,MC_ESCAT0800000008507A,Santa Eugènia de Berga (Barcelona),2.28,41.91,506,1,1,0,smoke,MC_ESCAT0800000008507A,2.28,41.91,506,1
ESCAT0800000008509A,MC_ESCAT0800000008509A,Santa Cecília de Voltregà (Barcelona),2.2,42.01,580,1,1,0,smoke,MC_ESCAT0800000008509A,2.2,42.01,580,1
ESCAT0800000008510A,MC_ESCAT0800000008510A,Roda de Ter - Pla Xic (Barcelona),2.31,41.99,470,1,1,0,smoke,MC_ESCAT0800000008510A,2.31,41.99,470,1
ESCAT0800000008510C,MC_ESCAT0800000008510C,Sant Pere de Casserres (Barcelona),2.34,42,486,1,1,0,smoke,MC_ESCAT0800000008510C,2.34,42,486,1
ESCAT0800000008510D,MC_ESCAT0800000008510D,Roda de Ter - Escorxador (Barcelona),2.31,41.98,457,1,1,0,smoke,MC_ESCAT0800000008510D,2.31,41.98,457,1
ESCAT0800000008516C,MC_ESCAT0800000008516C,Olost - Mas Lliscàs (Barcelona),2.1,41.98,558,1,1,0,smoke,MC_ESCAT0800000008516C,2.1,41.98,558,1
ESCAT0800000008519B,MC_ESCAT0800000008519B,Tavèrnoles (Barcelona),2.33,41.95,535,1,1,0,smoke,MC_ESCAT0800000008519B,2.33,41.95,535,1
ESCAT0800000008519C,MC_ESCAT0800000008519C,Tavèrnoles - El Raurell (Barcelona),2.37,41.97,650,1,1,0,smoke,MC_ESCAT0800000008519C,2.37,41.97,650,1
ESCAT0800000008520C,MC_ESCAT0800000008520C,Llerona - Els Gorgs (Barcelona),2.3,41.67,260,1,1,0,smoke,MC_ESCAT0800000008520C,2.3,41.67,260,1
ESCAT0800000008530D,MC_ESCAT0800000008530D,La Garriga (Ajuntament) (Barcelona),2.29,41.69,247,1,1,0,smoke,MC_ESCAT0800000008530D,2.29,41.69,247,1
ESCAT0800000008540C,MC_ESCAT0800000008540C,Centelles - Oest (Barcelona),2.23,41.8,547,1,1,0,smoke,MC_ESCAT0800000008540C,2.23,41.8,547,1
ESCAT0800000008551B,MC_ESCAT0800000008551B,Tona - IES  (Barcelona),2.23,41.85,607,1,1,0,smoke,MC_ESCAT0800000008551B,2.23,41.85,607,1
ESCAT0800000008552C,MC_ESCAT0800000008552C,Taradell (Dr.Fleming) (Barcelona),2.29,41.87,625,1,1,0,smoke,MC_ESCAT0800000008552C,2.29,41.87,625,1
ESCAT0800000008553A,MC_ESCAT0800000008553A,Seva (Barcelona),2.28,41.84,670,1,1,0,smoke,MC_ESCAT0800000008553A,2.28,41.84,670,1
ESCAT0800000008560A,MC_ESCAT0800000008560A,Manlleu (Barcelona),2.29,42,460,1,1,0,smoke,MC_ESCAT0800000008560A,2.29,42,460,1
ESCAT0800000008570A,MC_ESCAT0800000008570A,Torelló (Ins Cirviànum) (Barcelona),2.26,42.05,520,1,1,0,smoke,MC_ESCAT0800000008570A,2.26,42.05,520,1
ESCAT0800000008572B,MC_ESCAT0800000008572B,Bellmunt (Barcelona),2.29,42.1,1241,1,1,0,smoke,MC_ESCAT0800000008572B,2.29,42.1,1241,1
ESCAT0800000008588A,MC_ESCAT0800000008588A,Cussons - Sora (Barcelona),2.2,42.1,636,1,1,0,smoke,MC_ESCAT0800000008588A,2.2,42.1,636,1
ESCAT0800000008600A,MC_ESCAT0800000008600A,Berga (Barcelona),1.85,42.1,684,1,1,0,smoke,MC_ESCAT0800000008600A,1.85,42.1,684,1
ESCAT0800000008610A,MC_ESCAT0800000008610A,Avià - Sud (Barcelona),1.83,42.07,660,1,1,0,smoke,MC_ESCAT0800000008610A,1.83,42.07,660,1
ESCAT0800000008610B,MC_ESCAT0800000008610B,Avià (Barcelona),1.83,42.08,677,1,1,0,smoke,MC_ESCAT0800000008610B,1.83,42.08,677,1
ESCAT0800000008614A,MC_ESCAT0800000008614A,L'Espunyola (Barcelona),1.77,42.05,802,1,1,0,smoke,MC_ESCAT0800000008614A,1.77,42.05,802,1
ESCAT0800000008618A,MC_ESCAT0800000008618A,Refugi Rasos de Peguera (Barcelona),1.76,42.14,1760,1,1,0,smoke,MC_ESCAT0800000008618A,1.76,42.14,1760,1
ESCAT0800000008619A,MC_ESCAT0800000008619A,Borredà (Barcelona),1.99,42.14,865,1,1,0,smoke,MC_ESCAT0800000008619A,1.99,42.14,865,1
